shifted,remaining,in_week
5.633645833,8.476760619,5.9253125
5.633668981,8.413025576,5.925335648
5.642268518,8.349290534,5.933935185
5.642280092,8.285555492,5.933946759
5.642453703,8.22182045,5.93412037
5.642488426,8.158085407,5.934155093
5.659918981,8.094350365,5.951585648
5.665590277,8.030615323,5.957256944
5.668310185,7.966880281,5.959976852
5.673009259,7.903145238,5.964675926
5.676759259,7.839410196,5.968425926
5.699456018,7.775675154,5.991122685
5.731539352,7.711940112,6.023206019
5.737638889,7.648205069,6.029305556
5.742962963,7.584470027,6.03462963
5.750162037,7.520734985,6.041828704
5.755393518,7.456999943,6.047060185
5.764861111,7.393264901,6.056527778
5.765752314,7.329529858,6.057418981
5.768530092,7.265794816,6.060196759
5.772997685,7.202059774,6.064664352
5.776493055,7.138324732,6.068159722
5.776770833,7.074589689,6.0684375
5.776921296,7.010854647,6.068587963
5.781770833,6.947119605,6.0734375
5.807280092,6.883384563,6.098946759
5.831944444,6.81964952,6.123611111
5.835486111,6.755914478,6.127152778
5.841608796,6.692179436,6.133275463
5.857094907,6.628444394,6.148761574
5.857430555,6.564709351,6.149097222
5.861493055,6.500974309,6.153159722
5.862638889,6.437239267,6.154305556
5.88042824,6.373504225,6.172094907
5.910520833,6.309769182,6.2021875
5.915173611,6.24603414,6.206840278
5.922210648,6.182299098,6.213877315
5.927071759,6.118564056,6.218738426
5.937638889,6.054829013,6.229305556
5.942372685,5.991093971,6.234039352
5.944895833,5.927358929,6.2365625
5.956608796,5.863623887,6.248275463
5.980081018,5.799888844,6.271747685
5.984918981,5.736153802,6.276585648
5.987962963,5.67241876,6.27962963
5.990833333,5.608683718,6.2825
5.993761574,5.544948675,6.285428241
5.9965625,5.481213633,6.288229167
6.002268518,5.417478591,6.293935185
6.005104166,5.353743549,6.296770833
6.013055555,5.290008506,6.304722222
6.021226852,5.226273464,6.312893519
6.030011574,5.162538422,6.321678241
6.0309375,5.09880338,6.322604167
6.045300926,5.035068337,6.336967593
6.045648148,4.971333295,6.337314815
6.045717592,4.907598253,6.337384259
6.046122685,4.843863211,6.337789352
6.04630787,4.780128168,6.337974537
6.058414352,4.716393126,6.350081019
6.081261574,4.652658084,6.372928241
6.08261574,4.588923042,6.374282407
6.084259259,4.525187999,6.375925926
6.102951389,4.461452957,6.394618056
6.103668981,4.397717915,6.395335648
6.120891203,4.333982873,6.41255787
6.130532407,4.27024783,6.422199074
6.130543981,4.206512788,6.422210648
6.154143518,4.142777746,6.445810185
6.173414352,4.079042704,6.465081019
6.182361111,4.015307661,6.474027778
6.27630787,3.951572619,6.567974537
6.564652777,3.887837577,6.856319444
6.585833333,3.824102535,6.8775
6.586342592,3.760367492,6.878009259
6.589664352,3.69663245,6.881331019
6.593425926,3.632897408,6.885092593
6.605439814,3.569162366,6.897106481
6.63042824,3.505427324,6.922094907
6.648634259,3.441692281,6.940300926
6.649988426,3.377957239,6.941655093
6.650011574,3.314222197,6.941678241
6.653298611,3.250487155,6.944965278
6.659097222,3.186752112,6.950763889
6.669409722,3.12301707,6.961076389
6.677974537,3.059282028,6.969641204
6.682650463,2.995546986,6.97431713
6.685138889,2.931811943,6.976805556
6.693784722,2.868076901,6.985451389
6.717025463,2.804341859,0.00869213
6.727025463,2.740606817,0.01869213
6.727627314,2.676871774,0.019293981
6.74880787,2.613136732,0.040474537
6.749259259,2.54940169,0.040925926
6.75292824,2.485666648,0.044594907
6.7540625,2.421931605,0.045729167
6.773449074,2.358196563,0.065115741
6.784293981,2.294461521,0.075960648
6.785219907,2.230726479,0.076886574
6.786226852,2.166991436,0.077893519
6.787407407,2.103256394,0.079074074
6.788067129,2.039521352,0.079733796
6.79880787,1.97578631,0.090474537
6.799131944,1.912051267,0.090798611
6.810243055,1.848316225,0.101909722
6.813425926,1.784581183,0.105092593
6.813611111,1.720846141,0.105277778
6.822418981,1.657111098,0.114085648
6.832650463,1.593376056,0.12431713
6.870949074,1.529641014,0.162615741
6.893587963,1.465905972,0.18525463
6.89417824,1.402170929,0.185844907
6.899942129,1.338435887,0.191608796
6.901122685,1.274700845,0.192789352
6.902349537,1.210965803,0.194016204
6.902731481,1.14723076,0.194398148
6.914050926,1.083495718,0.205717593
6.916956018,1.019760676,0.208622685
6.919537037,0.956025634,0.211203704
6.920243055,0.892290591,0.211909722
6.922789352,0.828555549,0.214456019
6.929016203,0.764820507,0.22068287
6.931689814,0.701085465,0.223356481
6.941817129,0.637350422,0.233483796
6.942384259,0.57361538,0.234050926
6.948738426,0.509880338,0.240405093
6.950636574,0.446145296,0.242303241
6.950752314,0.382410253,0.242418981
6.954050926,0.318675211,0.245717593
6.968831018,0.254940169,0.260497685
6.97074074,0.191205127,0.262407407
6.990243055,0.127470084,0.281909722
6.997731481,0.063735042,0.289398148
